18641, 6213.67, 2289.24
11349, 3783.00, 1860.84
14239, 4746.33, 1939.17
10231, 3410.33, 1722.28
10821, 3607.00, 2902.47
14987, 4995.67, 3415.13
9482, 3160.67, 1575.91
16536, 5512.00, 3947.08
11457, 3819.00, 1230.21
16665, 5555.00, 3008.49
16261, 5420.33, 2780.41
5953, 1984.33, 2012.08
10606, 3535.33, 3994.01
20150, 6716.67, 3153.44
20609, 6869.67, 2003.71
15340, 5113.33, 3283.07
18408, 6136.00, 3499.49
22183, 7394.33, 2079.97
10210, 3403.33, 2549.55
17881, 5960.33, 3975.85
10833, 3611.00, 1951.77
11103, 3701.00, 1933.77
23312, 7770.67, 2319.95
19952, 6650.67, 2014.17
6400, 2133.33, 1756.31
18038, 6012.67, 2407.97
7059, 2353.00, 1799.20
4122, 1374.00, 1159.05
6253, 2084.33, 803.80
18507, 6169.00, 3391.03
8062, 2687.33, 1367.97
23198, 7732.67, 886.33
22047, 7349.00, 2183.83
13769, 4589.67, 2888.64
15351, 5117.00, 3213.17
17099, 5699.67, 1255.59
11262, 3754.00, 1276.05
19322, 6440.67, 2566.36
17115, 5705.00, 3097.81
8809, 2936.33, 2043.04
10146, 3382.00, 650.83
6223, 2074.33, 990.08
18131, 6043.67, 2961.16
20286, 6762.00, 2477.75
6442, 2147.33, 2268.60
16732, 5577.33, 1662.60
20998, 6999.33, 1697.47
7809, 2603.00, 1618.17
21687, 7229.00, 1528.91
22292, 7430.67, 2604.47
13436, 4478.67, 1314.79
13167, 4389.00, 2252.68
11858, 3952.67, 1542.64
17209, 5736.33, 2622.46
16199, 5399.67, 3681.77
9730, 3243.33, 2809.42
11818, 3939.33, 2480.35
13535, 4511.67, 3015.19
10274, 3424.67, 2681.39
18091, 6030.33, 2941.59
10951, 3650.33, 1941.33
10101, 3367.00, 2396.21
10693, 3564.33, 2571.97
20804, 6934.67, 4048.85
8570, 2856.67, 1358.96
14563, 4854.33, 2981.72
13055, 4351.67, 1665.45
17654, 5884.67, 2342.51
12867, 4289.00, 701.96
9729, 3243.00, 3911.52
9426, 3142.00, 2094.50
20380, 6793.33, 1711.09
17115, 5705.00, 2835.64
16254, 5418.00, 1358.88
3403, 1134.33, 1053.81
10598, 3532.67, 1960.93
11996, 3998.67, 1372.09
18028, 6009.33, 925.96
9049, 3016.33, 1837.35
13065, 4355.00, 2677.53
19674, 6558.00, 2181.38
20860, 6953.33, 614.04
18539, 6179.67, 3530.95
11444, 3814.67, 2931.04
11044, 3681.33, 1203.45
16125, 5375.00, 3119.82
14598, 4866.00, 3634.13
14184, 4728.00, 1056.15
10495, 3498.33, 2379.37
13188, 4396.00, 2843.67
12126, 4042.00, 3433.52
20523, 6841.00, 2350.55
4075, 1358.33, 993.68
21563, 7187.67, 1197.92
24783, 8261.00, 1444.44
9889, 3296.33, 1133.60
4812, 1604.00, 836.94
11354, 3784.67, 2975.21
17230, 5743.33, 2786.06
2660, 886.67, 242.15
11836, 3945.33, 1916.82
9543, 3181.00, 2441.17
15107, 5035.67, 3454.09
21032, 7010.67, 2573.27
11175, 3725.00, 1863.00
9773, 3257.67, 1766.04
26213, 8737.67, 779.76
17743, 5914.33, 2412.01
20620, 6873.33, 1029.01
18556, 6185.33, 2460.34
22658, 7552.67, 525.15
21245, 7081.67, 2488.54
10504, 3501.33, 3479.90
19573, 6524.33, 2515.93
21029, 7009.67, 957.77
5243, 1747.67, 959.81
17086, 5695.33, 2271.83
11749, 3916.33, 4335.75
6566, 2188.67, 1334.10
24764, 8254.67, 1475.83
8090, 2696.67, 2886.49
22157, 7385.67, 1425.89
7695, 2565.00, 437.34
3826, 1275.33, 89.67
8929, 2976.33, 1349.39
14983, 4994.33, 3204.04
19060, 6353.33, 2106.72
16942, 5647.33, 2485.14
20448, 6816.00, 1229.07
18200, 6066.67, 2636.94
10717, 3572.33, 1799.20
26425, 8808.33, 1125.95
11056, 3685.33, 1860.44
16611, 5537.00, 2429.15
4972, 1657.33, 981.12
9414, 3138.00, 2671.52
8667, 2889.00, 2330.07
11314, 3771.33, 2377.43
3656, 1218.67, 878.83
11220, 3740.00, 1152.66
15122, 5040.67, 2377.55
16278, 5426.00, 3484.55
6300, 2100.00, 1825.41
12421, 4140.33, 3240.73
17080, 5693.33, 4096.07
13785, 4595.00, 2818.20
13219, 4406.33, 3728.52
16816, 5605.33, 2851.22
9833, 3277.67, 2782.34
3112, 1037.33, 676.31
19504, 6501.33, 3263.06
12854, 4284.67, 489.01
17169, 5723.00, 3433.51
22659, 7553.00, 1304.89
11630, 3876.67, 3508.46
19494, 6498.00, 2844.30
9522, 3174.00, 1720.34
19728, 6576.00, 2288.95
12043, 4014.33, 3548.40
8386, 2795.33, 3224.70
8216, 2738.67, 2748.39
17907, 5969.00, 2513.33
4228, 1409.33, 944.19
25742, 8580.67, 802.53
15642, 5214.00, 3055.00
9454, 3151.33, 913.51
13007, 4335.67, 2045.81
24110, 8036.67, 2383.76
6241, 2080.33, 1877.49
6311, 2103.67, 1576.22
16862, 5620.67, 1753.74
13450, 4483.33, 3087.85
19463, 6487.67, 1384.20
9200, 3066.67, 3496.11
9200, 3066.67, 3496.11
